,inundation,total_island_breached
118,14.176296,47.385804405984736
119,14.398884,48.54730213253184
120,15.685812,50.29340203234578
136,15.761952,51.16094725369093
138,15.325524,49.40383789675331
140,17.582508,51.68609835848994
143,19.814868,53.97826733163787
145,17.891604,53.74596778632845
157,15.921036,49.966421155772814
158,18.784548,53.362838678424765
163,20.921652,56.288051436183686
165,15.184908,48.10912573900981
167,15.790788,49.32346885975052
168,18.4599,52.68025233675727
170,15.033924,47.97481036210104
172,17.764596,51.83472602965947
0,29.675484,61.34909887593443
2,27.866268,59.79015974722286
3,27.087048,60.2151247921965
5,24.32916,54.56286950490471
7,30.292056,64.64973412161046
9,27.122364,58.263148044169945
13,30.89178,65.09011240655724
15,23.536656,52.02849247503606
17,28.780272,61.347997930222064
22,23.60178,54.150014862767115
23,29.242944,60.05768955532803
24,25.0938,54.580484636302586
29,26.788968,59.30023890521958
35,30.13038,65.27066750338541
41,29.758752,62.77372262773723
42,30.05586,63.95393643139457
48,28.16694,60.30430139489822
50,24.784704,54.939392938534205
53,27.005724,61.66727218680846
56,26.852148,56.316676024705224
64,27.566892,59.88153824134932
77,25.758,56.830817672380576
79,29.39652,61.76195351807202
81,25.847748,56.20327861633143
82,26.289036,58.09250145875306
84,28.206792,58.89949466591803
88,23.641308,51.954729112307476
90,28.381104,59.3662956479616
92,22.268196,50.84827867137871
94,28.716768,59.868326892800916
104,21.677868,53.0325549647147
105,27.898668,57.29321487157468
108,27.074412,59.058030848498866
111,29.08224,61.92819632063943
113,30.204576,65.15066442073741
121,28.537596,61.62543624973853
137,23.912496,51.56609527584195
139,27.361152,57.44734727130605
141,28.46826,59.237484999614665
145,22.99266,52.366482808732705
146,24.525828,54.44066453083198
149,26.581932,55.87409584833372
152,29.044008,63.3737380409772
167,29.730564,62.01517103191642
171,29.669976,62.60087415089563
174,27.054972,58.629762966388135
176,28.018872,59.545749799077406
177,26.113104,56.3574110160628
180,29.503764,63.47942882936442
184,28.927368,62.39940108553247
185,27.223452,57.186423137475096
187,28.40184,59.328863493741125
196,21.421584,50.6688245202629
199,22.883796,52.69346368530567
